657.203	51.8333
656.588	42.7083
655.974	50.75
655.359	49.3333
654.744	47.4583
654.129	46.7917
653.516	47.25
652.901	47.125
652.286	47.7917
651.671	47.25
651.056	46.7917
650.44	47.3333
649.825	47.75
649.21	46.7917
648.595	47.0417
647.979	47.4167
647.364	47.5833
646.749	47
646.133	48.5
645.518	47.5417
644.902	46.75
644.286	47.1667
643.671	46.75
643.055	47.375
642.439	46.75
641.823	46.9167
641.207	47.25
640.591	46.875
639.976	46.7917
639.359	47.4583
638.743	46.9583
638.127	47.7917
637.511	47.375
636.895	47.125
636.279	47.0417
635.662	46.3333
635.046	47.2083
634.429	47.5417
633.813	47.7917
633.196	46.5417
632.58	47.6667
631.963	47.4583
631.346	47.7083
630.73	47.4583
630.113	47.375
629.496	47.2917
628.879	46.7083
628.262	47.7917
627.645	48.2083
627.027	47.3333
626.41	47.8333
625.793	46.4167
625.175	47.9583
624.558	46.9583
623.941	47.2917
623.324	47.625
622.706	47.375
622.089	47.7083
621.471	47.2083
620.854	46.75
620.236	47.2083
619.618	46.75
619.001	47.75
618.382	47.1667
617.764	47.5
617.146	47.4583
616.528	46.875
615.91	46.4167
615.292	47.4167
614.674	47.0417
614.056	47.6667
613.438	47.25
612.818	47.375
612.2	47.4167
611.582	46.625
610.963	46.9583
610.345	47.5833
609.727	47.0833
609.108	46.6667
608.489	47.2917
607.869	47.125
607.251	47.1667
606.632	47.6667
606.013	46.3333
605.395	47.0833
604.776	46.375
604.157	46.9167
603.536	46.9167
602.917	47.4583
602.298	47.3333
601.679	46.9583
601.06	46.7083
600.441	46.7083
599.82	47.2917
599.201	46.6667
598.582	47
597.962	47.25
597.343	47.3333
596.723	47.75
596.102	46.9583
595.483	47.375
594.863	47.5833
594.243	47
593.624	46.1667
593.002	48
592.382	46.0417
591.763	47.25
591.143	46.9583
590.523	47
589.901	47.5833
589.281	47.5
588.661	46.7917
588.041	47.7083
587.419	47.4583
586.799	47.1667
586.178	47.2083
585.558	46.7917
584.937	47.0417
584.315	47.2083
583.695	47.375
583.074	47.0417
582.454	47.25
581.831	48.0417
581.211	47.375
580.59	46.5
579.969	47.4583
579.347	47.4583
578.726	46.7083
578.105	47.4167
577.482	46.8333
576.861	47.4583
576.24	47.2083
575.619	46.875
574.996	46.7917
574.375	46.9167
573.753	47.0833
573.132	47.1667
572.509	47.25
571.887	47.625
571.266	46.875
570.643	46.9583
570.021	47.0833
569.399	47
568.777	47.5
568.154	47.2917
567.532	46.3333
566.91	46.9167
566.287	46.7917
565.665	46.75
565.043	47.2083
564.419	46.875
563.797	46.7917
563.175	47.6667
562.551	46.6667
561.929	46.8333
561.306	47.5
560.683	47
560.06	46.875
559.438	47.375
558.813	47.375
558.191	46.3333
557.568	47.4583
556.944	46.8333
556.321	46.3333
555.698	47.0833
555.074	46.4583
554.451	46.625
553.827	46.7917
553.204	46.7083
552.58	47.6667
551.956	48.0417
551.333	47.4167
550.709	47.75
550.085	47.75
549.461	46.875
548.836	46.2083
548.213	47.2083
547.589	46.25
546.964	47.5
546.341	46.6667
545.717	47.5417
545.092	47.7083
544.468	47.1667
543.843	46.625
543.219	46.4583
542.594	47.0417
541.97	47.0833
541.346	46.9167
540.72	47.5
540.096	46.9583
539.471	47.0417
538.846	47.5
538.222	47.5417
537.596	47.0417
536.972	46.4583
536.346	46.9167
535.722	47.3333
535.096	47.4583
534.471	47
533.845	46.5417
533.22	46.7917
532.596	47.2083
531.969	46.6667
531.344	46.7917
530.718	46.7917
530.093	47.5
529.467	47.1667
528.842	47.4583
528.215	47.4167
527.59	47.125
526.963	46.7083
526.338	47.125
525.711	46.8333
525.086	46.4167
524.459	47.5
523.834	46.5833
523.207	46.9583
522.581	47
521.956	46.9167
521.329	47
520.703	46.7917
520.076	46.9167
519.45	46.7083
518.823	46.7917
518.195	46.875
517.569	47.375
516.942	47.5833
516.316	46.4583
515.688	48.4167
515.062	46.7917
514.434	47.375
513.808	46.75
513.18	46.75
512.554	46.75
511.926	46.9583
511.3	47.3333
510.672	46.3333
510.045	47.75
509.417	47.2917
508.79	47.2917
508.162	47.5417
507.534	47.0417
506.907	46.1667
506.279	46.9583
505.652	46.6667
505.023	47.2917
504.396	46.9167
503.768	47.625
503.139	47.8333
502.512	47.75
501.883	47.0417
501.256	47.375
500.627	46.5
500	46.9167
499.371	47.25
498.742	47.2917
498.114	46.8333
497.485	46.9167
496.858	47.1667
496.228	46.875
495.599	47
494.971	47.0833
494.342	46.9583
